编码,所在区,性别,年龄,文化程度,从业状况,婚姻,常住人口,户口状况,家庭收入,现住面积,人均面积,房屋产权,住房满意,未来三年,计划面积,计划户型,购买类型,地理位置,购房价位,是否贷款,mj
32117,3,2,25,2,5,1,4,1,10000,55,13.75,2,2,1, , , , , , ,2
32105,3,1,30,3,5,1,4,1,20000,55,13.75,33,2,1, , , , , , ,2
42749,4,1,34,1,5,1,4,2,5000,55,13.75,1,2,1, , , , , , ,2
42667,4,1,21,3,1,2,3,1,30000,41.3,13.7666666666667,33,2,2,150,32,2,32,30,1,2
10577,1,1,36,3,3,1,5,1,48000,69,13.8,2,1,2,120,31,3,31,12,1,2
42554,4,1,39,1,6,1,3,1,12000,41.6,13.8666666666667,1,2,2,100,31,2,32,10,1,2
10352,1,1,30,3,1,2,1,1,12000,14,14,1,2,2,150,32,2,32,20,2,2
10127,1,1,28,3,1,1,5,1,20000,70,14,32,2,1, , , , , , ,2
52990,5,1,36,2,2,1,3,1,3000,42,14,33,2,1, , , , , , ,2
31964,3,2,53,1,2,2,2,1,4800,28,14,1,2,1, , , , , , ,2
21715,2,1,30,2,2,1,3,1,5000,42,14,1,2,2,120,32,2,33,15,2,2
10429,1,1,39,2,2,1,3,1,6000,42,14,2,2,1, , , , , , ,2
31846,3,1,46,3,2,2,3,1,6000,42,14,1,1,1, , , , , , ,2
42865,4,2,36,3,2,1,3,1,6000,42,14,33,1,1, , , , , , ,2
10755,1,1,40,1,2,1,3,1,7000,42,14,33,2,1, , , , , , ,2
10752,1,1,33,1,2,1,4,1,8000,56,14,33,2,1, , , , , , ,2
21265,2,1,46,2,2,1,3,1,8000,42,14,1,2,1, , , , , , ,2
21659,2,1,30,3,2,1,5,1,8000,70,14,1,2,1, , , , , , ,2
21333,2,1,32,2,2,1,3,1,10000,42,14,33,1,1, , , , , , ,2
32043,3,1,32,2,2,1,4,1,10000,56,14,33,2,2,80,21,2,34,4,1,2
32272,3,2,42,2,2,1,3,1,10000,42,14,33,2,1, , , , , , ,2
42700,4,2,32,1,2,1,3,1,10000,42,14,1,2,2,90,21,1,32,7.8,2,2
21259,2,2,34,1,2,1,2,1,12000,28,14,33,2,1, , , , , , ,2
21462,2,1,55,1,2,1,4,1,12000,56,14,33,2,1, , , , , , ,2
31860,3,2,42,3,2,1,3,1,12000,42,14,2,2,1, , , , , , ,2
32119,3,1,40,2,2,1,4,1,12000,56,14,33,2,1, , , , , , ,2
32321,3,2,40,2,2,1,3,1,12000,42,14,33,2,1, , , , , , ,2
32332,3,2,37,2,2,1,3,1,12000,42,14,2,2, ,100,31,2,32,10,1,2
32423,3,1,30,3,2,1,3,1,12000,42,14,33,2,1, , , , , , ,2
10290,1,1,34,2,2,1,1,1,14000,14,14,1,1,2,100,21,2,31,18,1,2
21194,2,1,52,2,2,1,3,1,15000,42,14,1,2,1, , , , , , ,2
32029,3,1,40,2,2,1,3,1,15000,42,14,33,2,1, , , , , , ,2
32234,3,2,36,2,2,1,3,1,15000,42,14,2,2,2,100,22,2,33,12,2,2
32265,3,1,38,2,2,1,3,1,15000,42,14,33,2,2,100,22,2,33,10,1,2
32437,3,2,21,3,2,2,3,1,20000,42,14,33,1,1, , , , , , ,2
10549,1,1,45,2,2,1,5,1,36000,70,14,33,2,1, , , , , , ,2
31877,3,1,27,3,3,2,5,1,10000,70,14,2,2,2,130,32,2,31,10,1,2
42506,4,1,40,1,3,1,3,1,12000,42,14,32,1,1, , , , , , ,2
42641,4,1,26,2,3,1,5,1,15000,70,14,33,1,1, , , , , , ,2
21430,2,1,30,2,3,1,5,1,16000,70,14,1,2,2,100,31,2,4,6,2,2
42741,4,1,39,2,3,1,4,1,20000,56,14,1,1,2,150,422,2,1,30,1,2
10612,1,1,38,2,3,1,3,1,30000,42,14,1,2,2,120,32,3,31,20,2,2
10585,1,1,41,2,3,1,5,1,42000,70,14,33,2,2,80,31,2,31,15,1,2
32230,3,1,38,3,3,1,5,1,50000,70,14,33,2,2,120,421,2,1,15,2,2
31839,3,1,55,2,4,1,5,1,40000,70,14,2,2, ,80,31,2,33,20,1,2
32253,3,2,55,1,4,1,5,1,60000,70,14,33,2,2,120,31,2,33,20,2,2
42543,4,2,46,1,5,1,3,1,5000,42,14,1,2,1, , , , , , ,2
42690,4,1,37,2,5,1,4,1,10000,56,14,33,2,1, , , , , , ,2
10465,1,2,40,3,6,1,5,1,10000,70,14,1,1,1, , , , , , ,2
42901,4,1,26,2,6,1,5,1,12000,70,14,1,2,2,80,21,2,1,6,1,2
21331,2,2,49,1,6,1,3,1,18000,42,14,33,2,1, , , , , , ,2
42584,4,2,52,1,6,1,4,1,30000,56,14,32,2,2,100,421,3,32,20,2,2
10710,1,1,55,1,2,1,5,1,10000,71,14.2,33,2,2,70,21,2,5,6,2,2
21426,2,1,27,2,2,1,5,1,20000,71,14.2,33,2,1, , , , , , ,2
10713,1,1,38,1,5,1,5,1,20000,71,14.2,33,1,1, , , , , , ,2
42912,4,1,45,3,1,1,4,1,10000,57,14.25,2,1,1, , , , , , ,2
32054,3,2,31,2,2,1,4,1,10000,57,14.25,2,1,1, , , , , , ,2
32458,3,1,45,2,4,1,4,1,8000,57,14.25,1,1,1, , , , , , ,2
42593,4,2,53,1,5,1,4,1,7000,57,14.25,36,2,1, , , , , , ,2
21198,2,2,43,2,5,1,4,1,8000,57,14.25,33,2,2,100,31,1,33,5,2,2
10320,1,1,52,1,2,1,7,1,15000,100,14.2857142857143,31,1,1, , , , , , ,2
32071,3,1,50,1,2,1,3,1,7000,43,14.3333333333333,33,1,1, , , , , , ,2
10660,1,2,28,1,2,1,3,1,10000,43,14.3333333333333,33,2,2,100,31,2,31,10,1,2
10826,1,2,51,1,2,1,3,1,10000,43,14.3333333333333,33,2,2,85,31,2,24,10,1,2
10490,1,1,52,2,2,1,3,1,14000,43,14.3333333333333,1,1,1, , , , , , ,2
10275,1,1,40,3,3,1,3,1,15000,43,14.3333333333333,33,2,1, , , , , , ,2
10191,1,2,42,2,5,1,3,1,7760,43,14.3333333333333,1,2,1, , , , , , ,2
32425,3,2,44,2,5,1,3,1,10000,43,14.3333333333333,33,2,1, , , , , , ,2
42775,4,1,43,2,5,1,3,1,10000,43,14.3333333333333,32,2,1, , , , , , ,2
10609,1,2,40,2,5,1,3,1,12000,43,14.3333333333333,33,1,1, , , , , , ,2
42594,4,1,47,2,6,1,3,1,10000,43,14.3333333333333,1,2,1, , , , , , ,2
32430,3,2,52,1,6,1,3,1,13000,43,14.3333333333333,33,2,1, , , , , , ,2
42756,4,1,34,1,1,1,5,1,15000,72,14.4,2,2,1, , , , , , ,2
32141,3,1,50,2,2,1,5,1,15000,72,14.4,33,2,1, , , , , , ,2
10816,1,1,36,4,1,1,6,1,30000,87,14.5,33,2, ,130,421,2,31,16,1,2
42556,4,2,37,1,5,1,5,1,6000,72.5,14.5,36,1,1, , , , , , ,2
10196,1,2,54,1,5,1,4,1,10000,58,14.5,33,1,1, , , , , , ,2
42751,4,2,32,2,2,1,5,1,10000,73,14.6,32,1,2,80,31,2,1,6.4,1,2
21421,2,1,43,2,2,1,5,1,16000,73,14.6,2,2,1, , , , , , ,2
32095,3,1,32,3,2,1,5,1,40000,73,14.6,33,2,1, , , , , , ,2
42935,4,2,34,3,4,1,5,1,24000,73,14.6,33,2,1, , , , , , ,2
10147,1,1,38,3,1,1,3,1,12000,44,14.6666666666667,32,2,2,110,32,2,4,15,2,2
10346,1,1,34,3,1,1,3,1,24000,44,14.6666666666667,33,2,1, , , , , , ,2
32157,3,2,50,1,2,1,3,1,7000,44,14.6666666666667,33,2,1, , , , , , ,2
42567,4,1,35,2,2,1,3,1,8000,44,14.6666666666667,32,2,1, , , , , , ,2
32171,3,1,44,2,2,1,3,1,9000,44,14.6666666666667,2,2,2,100,31,3,32,10,2,2
21270,2,2,46,2,2,1,3,1,12000,44,14.6666666666667,1,2,1, , , , , , ,2
32329,3,1,32,2,2,1,3,1,12000,44,14.6666666666667,2,2,1, , , , , , ,2
10731,1,1,33,2,2,1,3,1,18000,44,14.6666666666667,2,2,1, , , , , , ,2
32107,3,2,47,2,2,1,3,1,30000,44,14.6666666666667,2,1,1, , , , , , ,2
21403,2,2,52,1,3,1,3,1,10000,44,14.6666666666667,33,2,1, , , , , , ,2
32128,3,1,37,3,4,1,3,1,20000,44,14.6666666666667,33,2,1, , , , , , ,2
42888,4,2,30,2,6,1,3,1,6000,44,14.6666666666667,33,2,1, , , , , , ,2
42892,4,2,48,2,6,1,3,1,9000,44,14.6666666666667,33,2,1, , , , , , ,2
42900,4,2,20,2,6,2,3,1,9000,44,14.6666666666667,1,2,1, , , , , , ,2
42886,4,2,54,1,6,1,3,1,12000,44,14.6666666666667,33,2,1, , , , , , ,2
42891,4,2,55,1,6,1,3,1,12000,44,14.6666666666667,33,2,1, , , , , , ,2
42887,4,2,48,2,6,1,3,1,15000,44,14.6666666666667,33,2,1, , , , , , ,2
21615,2,1,55,1,2,1,4,1,12000,59,14.75,33,2,2,50,1,1,4,3,2,2
21307,2,1,42,1,5,1,4,1,8000,59,14.75,2,2,1, , , , , , ,2
10519,1,1,45,2,2,1,6,1,15000,89,14.8333333333333,2,1,1, , , , , , ,2
32467,3,1,31,1,1,1,3,1,9000,45,15,2,2,1, , , , , , ,2
10267,1,1,24,3,1,2,1,1,10000,15,15,1,2,1, , , , , , ,2
32296,3,1,35,2,1,1,3,1,10000,45,15,2,2,2,100,32,2,33,10,2,2
31957,3,2,41,2,1,1,3,1,13000,45,15,32,2,2,60,21,2,1,7,1,2
10195,1,1,42,2,1,1,4,1,20000,60,15,33,2,1, , , , , , ,2
21086,2,1,42,2,1,1,3,1,20000,45,15,33,1,1, , , , , , ,2
21096,2,1,27,2,1,1,2,1,20000,30,15,2,2,2,100,31,2,33,10,2,2
21252,2,1,31,2,1,2,4,1,24000,60,15,2,1,1, , , , , , ,2
10420,1,1,40,2,1,1,4,1,25000,60,15,33,2,2,100,31,2,31,10,2,2
10415,1,1,52,3,1,1,4,1,37000,60,15,33,2,1, , , , , , ,2
42959,4,1,34,3,1,1,3,1,50000,45,15,2,2, ,110,32,2,1,15,2,2
21451,2,1,50,1,2,1,2,1,5000,30,15,2,2,1, , , , , , ,2
21771,2,2,44,2,2,1,2,1,6000,30,15,1,2,1, , , , , , ,2
31881,3,1,41,2,2,1,3,1,7000,45,15,2,2,1, , , , , , ,2
10017,1,1,42,2,2,1,4,1,8000,60,15,32,1,1, , , , , , ,2
21376,2,2,54,2,2,1,2,1,8000,30,15,1,2,1, , , , , , ,2
32044,3,1,30,2,2,1,2,1,9000,30,15,33,2,2,80,32,2,5,10,2,2
10238,1,1,34,2,2,1,4,1,10000,60,15,33,2,1, , , , , , ,2
10701,1,2,44,2,2,1,3,1,10000,45,15,1,2,1, , , , , , ,2
21477,2,1,33,1,2,1,3,1,10000,45,15,1,2,1, , , , , , ,2
42634,4,2,55,1,2,1,4,1,10000,60,15,32,2,1, , , , , , ,2
10829,1,1,38,3,2,1,4,1,11000,60,15,33,2,1, , , , , , ,2
10918,1,2,38,1,2,1,4,1,13000,60,15,33,1,1, , , , , , ,2
31841,3,1,47,2,2,1,3,1,13000,45,15,33,2,2,80,31,2,33,13,1,2
32252,3,1,48,2,2,1,2,1,13000,30,15,1,2,2,50,21,2,33,5,1,2
31855,3,1,28,2,2,2,3,1,14000,45,15,2,2,1, , , , , , ,2
10531,1,1,44,2,2,1,4,1,15000,60,15,33,1,1, , , , , , ,2
10777,1,2,46,2,2,1,3,1,15000,45,15,1,1,1, , , , , , ,2
21253,2,1,53,3,2,1,4,1,15000,60,15,1,2,2,70,21,2,24,8,2,2
21461,2,2,33,3,2,1,3,1,15000,45,15,33,2,1, , , , , , ,2
21723,2,2,29,2,2,1,4,1,15000,60,15,33,1,1, , , , , , ,2
32277,3,1,28,3,2,1,4,1,15000,60,15,33,1,2,80,22,2,32,10,1,2
32292,3,2,35,2,2,1,3,1,18000,45,15,33,1,1, , , , , , ,2
32463,3,1,30,2,2,1,3,1,18000,45,15,2,1,1, , , , , , ,2
42668,4,1,37,1,2,1,4,1,18000,60,15,2,2,1, , , , , , ,2
10161,1,1,46,3,2,1,4,1,19000,60,15,1,2,1, , , , , , ,2
10265,1,1,33,2,2,1,4,1,20000,60,15,33,1,1, , , , , , ,2
10315,1,1,38,3,2,1,4,1,20000,60,15,33,2,2,100,22,2,1,10,2,2
10345,1,2,50,1,2,1,4,1,20000,60,15,33,1,1, , , , , , ,2
32110,3,1,33,2,2,1,5,1,20000,75,15,2,2,1, , , , , , ,2
10599,1,1,31,2,2,1,4,1,20400,60,15,33,2,2,100,32,3,21,18,1,2
10734,1,2,58,2,2,1,4,1,24000,60,15,33,2,1, , , , , , ,2
21375,2,1,38,3,2,1,5,1,24000,75,15,33,1,1, , , , , , ,2
42803,4,1,28,3,2,1,4,1,30000,60,15,33,2,1, , , , , , ,2
10571,1,1,53,2,2,1,4,1,36000,60,15,33,1,2,80,22,2,1,10,2,2
32481,3,1,27,1,2,1,4,1,48000,60,15,33,2,1, , , , , , ,2
42651,4,2,24,3,2,2,5,1,50000,75,15,32,1,1, , , , , , ,2
10428,1,1,30,3,3,1,2,1,4800,30,15,36,2,1, , , , , , ,2
31936,3,1,35,1,3,1,2,1,5000,30,15,2,2,2,100,31,2,31,12,2,2
10157,1,2,34,2,3,1,4,1,10000,60,15,36,2,2,100,32,2,31,15,2,2
10628,1,2,30,2,3,2,1,1,10000,15,15,1,2,2,100,21,2,24,15,1,2
10878,1,1,37,1,3,1,3,1,10000,45,15,2,2,2,85,21,2,1,15,2,2
32290,3,2,40,2,3,1,4,1,10000,60,15,33,2,2,80,21,2,33,6,1,2
10170,1,2,23,2,3,1,4,1,12000,60,15,2,2,2,120,31,1,31,10,1,2
10439,1,1,48,1,3,1,4,1,15000,60,15,36,1,1, , , , , , ,2
32400,3,1,35,1,3,1,4,1,15000,60,15,33,2, ,130,32,2,32,20,1,2
10284,1,1,40,2,3,1,3,1,20000,45,15,31,2,1, , , , , , ,2
32042,3,1,27,3,3,1,4,1,20000,60,15,33,2,2,100,31,2,1,20,2,2
32176,3,1,22,2,3,2,2,1,20000,30,15,2,1,2,100,31,1,33,10,1,2
42582,4,1,52,2,3,1,4,1,30000,60,15,33,2,2,130,31,2,1,24,1,2
42795,4,1,24,3,3,2,5,1,30000,75,15,32,2,2,100,32,1,31,10,2,2
32457,3,2,47,2,4,1,4,1,10000,60,15,2,1,1, , , , , , ,2
32475,3,1,34,2,4,1,3,1,10000,45,15,2,2,1, , , , , , ,2
32124,3,1,36,1,4,1,3,1,12000,45,15,1,2,1, , , , , , ,2
32473,3,1,32,3,4,1,3,1,13000,45,15,33,2,2,66,21,2,34,12,1,2
32470,3,1,39,1,4,1,3,1,16000,45,15,2,2,1, , , , , , ,2
31838,3,1,55,3,4,1,4,1,18000,60,15,32,1,1, , , , , , ,2
10160,1,2,35,3,4,1,4,1,20000,60,15,32,2,2,100,22,2,31,10,2,2
32465,3,1,39,3,4,1,3,1,25000,45,15,2,2,1, , , , , , ,2
42922,4,2,44,3,4,1,5,1,25000,75,15,1,2,2,100,32,2,33,6,1,2
21133,2,1,39,4,4,1,3,1,30000,45,15,33,2,1, , , , , , ,2
10458,1,2,36,1,5,1,3,1,1800,45,15,1,2,1, , , , , , ,2
10459,1,2,46,1,5,1,3,1,2400,45,15,1,2,1, , , , , , ,2
10472,1,1,47,1,5,1,2,1,3000,30,15,1,1,1, , , , , , ,2
31904,3,1,38,2,5,1,6,1,4000,90,15,36,1,1, , , , , , ,2
10240,1,1,50,2,5,1,3,1,4800,45,15,33,1,1, , , , , , ,2
42661,4,2,50,1,5,1,4,1,6000,60,15,33,2,1, , , , , , ,2
42746,4,2,30,1,5,1,6,1,6000,90,15,32,1,1, , , , , , ,2
10666,1,2,38,1,5,1,2,1,8000,30,15,33,2,1, , , , , , ,2
42671,4,2,55,1,5,1,4,1,9600,60,15,1,1,2,80,31,1,32,8,2,2
42615,4,2,46,1,5,1,3,1,10000,45,15,1,2,2,80,21,1,4,10,1,2
42736,4,1,40,2,5,1,4,1,10000,60,15,1,2,1, , , , , , ,2
42672,4,1,29,1,5,1,4,1,12000,60,15,33,1,1, , , , , , ,2
10293,1,1,36,2,6,1,3,1,8000,45,15,2,1,2,100,31,3,32,9,2,2
42704,4,2,38,2,6,1,3,1,8000,45,15,32,2,2,100,31,2,1,20,2,2
42678,4,2,53,1,6,1,2,1,9000,30,15,33,2,1, , , , , , ,2
10137,1,2,30,2,6,1,4,1,10000,60,15,31,1, ,80,31,3,31,20,1,2
10436,1,1,50,1,6,1,4,1,10000,60,15,36,2,2,100,31,2,31,13,2,2
21578,2,2,34,3,6,1,2,1,10000,30,15,2,2,1, , , , , , ,2
10035,1,2,55,1,6,1,4,1,12000,60,15,1,2,1, , , , , , ,2
42589,4,2,36,1,6,1,4,1,12000,60,15,33,2,1, , , , , , ,2
42663,4,2,50,1,6,1,4,1,12000,60,15,33,2,1, , , , , , ,2
42908,4,1,28,3,6,1,4,1,15000,60,15,33,2,2,130,32,2,24,15,2,2
42860,4,2,36,1,6,1,4,1,20000,60,15,1,2,2,90,21,2,32,15,1,2
42588,4,1,29,2,6,1,4,1,30000,60,15,33,2,2,120,32,3,1,20,1,2
10448,1,1,45,2,6,1,4,1,32000,60,15,36,1,1, , , , , , ,2
42729,4,1,54,1,6,1,4,1,35000,60,15,33,2,1, , , , , , ,2
32132,3,2,30,2,2,2,3,2,20000,45,15,1,2,2,80,21,1,1,10,2,2
10182,1,1,45,1,3,1,2,2,5000,30,15,1,1,1, , , , , , ,2
10901,1,1,27,2,3,2,1,2,5000,15,15,1,2,1, , , , , , ,2
42783,4,1,32,1,3,1,4,2,10000,60,15,1,2,2,100,32,2,32,20,1,2
10856,1,1,25,2,3,2,2,2,20000,30,15,1,2,2,140,22,2,1,15,1,2
32122,3,2,31,2,3,2,3,2,22000,45,15,1,2,2,80,22,1,1,10,2,2
10457,1,1,38,1,6,1,4,2,7000,60,15,1,1,1, , , , , , ,2
42770,4,1,55,2,2,1,2,1,15000,30.05,15.025,2,2,2,90,32,2,1,10,2,2
42831,4,1,36,3,2,1,3,1,20000,45.5,15.1666666666667,33,2,1, , , , , , ,2
42649,4,1,28,2,1,1,5,1,40000,76,15.2,32,2,2,100,32,2,32,15,2,2
32100,3,2,54,1,2,1,5,1,15000,76,15.2,33,2,1, , , , , , ,2
21114,2,1,36,1,2,1,4,1,9000,61,15.25,36,2,2,100,422,2,33,10,1,2
21102,2,2,50,1,2,1,4,1,20000,61,15.25,2,2,1, , , , , , ,2
21474,2,2,36,3,3,1,4,1,17000,61,15.25,33,2,2,100,31,2,1,15,2,2
42581,4,2,55,3,6,1,4,1,12000,61,15.25,33,1,1, , , , , , ,2
10757,1,1,44,2,1,1,3,1,8500,46,15.3333333333333,33,2,1, , , , , , ,2
10741,1,1,30,1,2,2,3,1,10000,46,15.3333333333333,2,2,1, , , , , , ,2
10744,1,1,48,2,2,1,3,1,10000,46,15.3333333333333,33,1,1, , , , , , ,2
32397,3,1,34,3,2,1,3,1,10000,46,15.3333333333333,1,2,1, , , , , , ,2
10749,1,1,43,2,2,1,3,1,12000,46,15.3333333333333,33,1,1, , , , , , ,2
21148,2,1,42,2,2,1,3,1,12000,46,15.3333333333333,2,2,1, , , , , , ,2
52988,5,2,50,1,2,1,3,1,14000,46,15.3333333333333,33,2,1, , , , , , ,2
10728,1,1,52,2,2,1,3,1,14400,46,15.3333333333333,2,2,1, , , , , , ,2
10736,1,1,35,2,2,1,3,1,14400,46,15.3333333333333,2,2,1, , , , , , ,2
52961,5,1,49,2,2,1,3,1,18000,46,15.3333333333333,33,2,1, , , , , , ,2
32013,3,1,44,2,2,1,3,1,18200,46,15.3333333333333,33,2,1, , , , , , ,2
21151,2,1,46,2,2,1,3,1,20000,46,15.3333333333333,33,2,1, , , , , , ,2
32391,3,1,48,3,2,1,3,1,20000,46,15.3333333333333,2,2,2,160,422,3,32,10,2,2
10723,1,1,33,2,2,1,3,1,36000,46,15.3333333333333,33,1,1, , , , , , ,2
42788,4,1,30,2,3,1,3,1,12000,46,15.3333333333333,2,2,2,100,22,2,31,15,2,2
10754,1,2,30,1,5,1,3,1,8000,46,15.3333333333333,33,2,1, , , , , , ,2
10792,1,1,32,2,5,2,3,1,14400,46,15.3333333333333,33,2,1, , , , , , ,2
21747,2,2,53,1,6,1,3,1,16000,46,15.3333333333333,33,1,1, , , , , , ,2
21107,2,1,30,2,3,1,3,2,15000,46,15.3333333333333,31,2,1, , , , , , ,2
32446,3,1,26,2,2,1,4,1,9600,62,15.5,33,2,1, , , , , , ,2
10706,1,2,44,2,2,1,4,1,10000,62,15.5,33,2,2,100,32,2,5,12,2,2
10983,1,1,46,2,2,1,4,1,13000,62,15.5,2,2,1, , , , , , ,2
32152,3,1,36,3,2,1,4,1,18000,62,15.5,33,1,1, , , , , , ,2
21298,2,2,51,1,2,1,4,1,20000,62,15.5,1,2, ,60,21,2,34,20,2,2
10572,1,1,55,1,2,1,5,1,40000,77.5,15.5,33,2,2,70,21,1,31,5,1,2
21722,2,1,37,2,6,1,4,1,18000,62,15.5,33,1,1, , , , , , ,2
21635,2,2,27,3,6,1,2,2,24000,31,15.5,1,2,2,90,32,2,33,10,2,2
21273,2,2,55,1,2,1,5,1,10000,78,15.6,2,2,1, , , , , , ,2
21099,2,1,33,1,2,1,5,1,15000,78,15.6,33,1,1, , , , , , ,2
42689,4,2,34,2,2,1,5,1,30000,78,15.6,33,2,2,140,32,2,32,28,1,2
32342,3,2,40,3,1,1,3,1,10000,47,15.6666666666667,1,2,1, , , , , , ,2
32359,3,1,53,2,1,1,3,1,12000,47,15.6666666666667,1,2,1, , , , , , ,2
42835,4,2,40,2,1,1,3,1,12000,47,15.6666666666667,33,2,1, , , , , , ,2
21594,2,1,40,1,2,1,3,1,2100,47,15.6666666666667,33,1,1, , , , , , ,2
10540,1,1,44,2,2,1,3,1,3000,47,15.6666666666667,33,2,1, , , , , , ,2
32396,3,2,38,1,2,1,3,1,8500,47,15.6666666666667,33,1,1, , , , , , ,2
10946,1,1,55,2,2,1,3,1,12000,47,15.6666666666667,33,2,1, , , , , , ,2
21188,2,2,45,2,2,1,3,1,12000,47,15.6666666666667,33,2,2,100,32,2,34,8,2,2
21511,2,1,40,2,2,1,3,1,15000,47,15.6666666666667,31,1,1, , , , , , ,2
32325,3,2,33,3,2,1,3,1,15000,47,15.6666666666667,33,2,1, , , , , , ,2
32030,3,2,44,3,2,1,3,1,22000,47,15.6666666666667,2,2,2,100,32,3,34,15,2,2
31861,3,1,32,2,3,1,3,1,10000,47,15.6666666666667,33,2,2,100,31,2,4,15.5,2,2
10180,1,1,34,2,3,1,6,1,32000,94,15.6666666666667,32,1,1, , , , , , ,2
32456,3,2,49,2,4,1,3,1,10000,47,15.6666666666667,2,1,1, , , , , , ,2
32079,3,2,38,1,5,1,3,1,12000,47,15.6666666666667,33,1,1, , , , , , ,2
32352,3,1,47,2,5,1,3,1,13000,47,15.6666666666667,1,2,1, , , , , , ,2
21582,2,2,32,2,6,1,3,1,5500,47,15.6666666666667,33,2,1, , , , , , ,2
21225,2,1,41,2,6,2,3,1,6000,47,15.6666666666667,33,1,1, , , , , , ,2
42710,4,1,33,1,6,1,3,1,6000,47,15.6666666666667,1,2,2,150,32,2,32,13,2,2
32484,3,2,53,1,6,1,3,1,21000,47,15.6666666666667,33,1,1, , , , , , ,2
10594,1,1,53,1,2,1,3,1,30000,47.2,15.7333333333333,33,2,1, , , , , , ,2
10815,1,2,36,2,1,1,4,1,25000,63,15.75,33,2,2,130,32,2,34,15,2,2
42691,4,2,50,1,2,1,4,1,7000,63,15.75,33,2,1, , , , , , ,2
21344,2,1,55,2,4,1,4,1,36000,63,15.75,33,2,1, , , , , , ,2
10702,1,2,50,1,5,1,4,1,4800,63,15.75,33,1,1, , , , , , ,2
10794,1,1,40,3,3,1,5,1,12000,79,15.8,2,2,2,80,21,1,1,12,2,2
42837,4,1,27,3,1,1,5,1,20000,79.8,15.96,33,2, ,100,31,2,33,10,1,2
10079,1,1,32,2,1,1,3,1,8000,48,16,32,2,1, , , , , , ,2
10098,1,1,30,3,1,1,4,1,20000,64,16,32,2,1, , , , , , ,2
10845,1,2,30,3,1,2,5,1,20000,80,16,2,1,1, , , , , , ,2
21536,2,1,33,3,1,1,4,1,42000,64,16,33,2,1, , , , , , ,2
21563,2,1,41,2,2,1,2,1,3000,32,16,1,2,1, , , , , , ,2
31929,3,2,31,1,2,2,2,1,6000,32,16,33,2,1, , , , , , ,2
10659,1,1,25,1,2,1,3,1,9000,48,16,33,2,2,100,31,2,24,10,1,2
10853,1,1,28,2,2,1,5,1,10000,80,16,2,2,2,120,32,2,32,10,2,2
10789,1,1,38,1,2,1,5,1,12000,80,16,33,2,1, , , , , , ,2
31862,3,2,41,2,2,1,3,1,12000,48,16,33,2,1, , , , , , ,2
32334,3,1,38,1,2,1,3,1,13000,48,16,2,1,1, , , , , , ,2
10742,1,1,49,2,2,1,3,1,14000,48,16,33,2,1, , , , , , ,2
21160,2,1,54,3,2,1,3,1,15000,48,16,33,2,1, , , , , , ,2
21432,2,1,26,2,2,1,5,1,15000,80,16,1,2,1, , , , , , ,2
31829,3,1,50,2,2,1,2,1,18000,32,16,32,2,2,80,31,2,33,8,1,2
31871,3,2,30,2,2,1,5,1,24000,80,16,33,2,2,80,21,2,34,15,2,2
10758,1,2,52,1,2,1,5,1,26000,80,16,2,2, ,80,21,2,33,5,1,2
21490,2,2,44,2,2,1,3,1,26000,48,16,33,2,1, , , , , , ,2
10562,1,1,42,2,2,1,5,1,42000,80,16,1,2,2,100,31,2,31,10,2,2
21405,2,1,27,2,3,1,4,1,10000,64,16,2,2,1, , , , , , ,2
32281,3,1,43,2,3,1,3,1,10000,48,16,33,2,1, , , , , , ,2
52968,5,1,39,2,3,1,5,1,20000,80,16,33,1,2,120,31,2,1,15,1,2
32258,3,2,28,2,3,1,5,1,24000,80,16,33,1,2,50,21,2,33,5,2,2
10582,1,1,35,2,3,1,5,1,26600,80,16,1,2,1, , , , , , ,2
10613,1,2,54,2,4,1,5,1,40000,80,16,33,1,1, , , , , , ,2
21423,2,1,31,2,5,1,5,1,10000,80,16,2,2,1, , , , , , ,2
10793,1,1,35,3,5,1,5,1,16800,80,16,1,2,1, , , , , , ,2
21596,2,2,30,1,6,1,3,1,5000,48,16,33,2,1, , , , , , ,2
10126,1,2,54,1,6,2,1,1,8000,16,16,1,1,1, , , , , , ,2
31848,3,2,52,1,6,1,5,1,8000,80,16,33,1,1, , , , , , ,2
31988,3,1,39,3,6,1,3,1,25000,48,16,36,2,1, , , , , , ,2
31897,3,1,36,2,3,1,5,2,25000,80,16,1,2,2,150,32,2,34,15,1,2
21701,2,1,55,3,1,1,4,1,20000,64.5,16.125,33,2,2,75,21,2,22,6,2,2
42638,4,2,42,2,1,1,4,1,7200,65,16.25,32,2,1, , , , , , ,2
42534,4,2,35,2,1,1,4,1,10000,65,16.25,1,2, ,80,22,2,32,10,1,2
10116,1,2,36,3,1,1,4,1,30000,65,16.25,1,2,1, , , , , , ,2
10335,1,1,50,3,2,1,4,1,9500,65,16.25,33,2,1, , , , , , ,2
32441,3,1,28,2,2,2,4,1,10000,65,16.25,33,2,2,80,21,2,24,10,2,2
10813,1,1,25,3,4,1,4,1,22000,65,16.25,33,2,2,120,31,2,21,20,2,2
10076,1,1,40,1,6,1,4,1,7000,65,16.25,1,1,1, , , , , , ,2
32315,3,1,34,2,6,1,4,1,36000,65,16.25,36,1,1, , , , , , ,2
31849,3,2,43,2,1,1,3,1,12000,49,16.3333333333333,2,1,2,120,31,2,33,10,2,2
