编码,所在区,性别,年龄,文化程度,从业状况,婚姻,常住人口,户口状况,家庭收入,现住面积,人均面积,房屋产权,住房满意,未来三年,计划面积,计划户型,购买类型,地理位置,购房价位,是否贷款,mj
21373,2,1,40,2,3,1,5,1,20000,12,2.4,1,2,2,80,21,2,5,7,2,1
21362,2,1,33,1,2,1,3,1,7000,9,3,1,2, ,80,21,2,5,8,1,1
21510,2,2,35,1,2,1,3,1,9600,9,3,1,2,1, , , , , , ,1
21291,2,1,34,2,2,1,3,1,12000,9,3,1,2, ,70,21,2,34,5,2,1
32350,3,1,35,1,5,1,3,1,3000,9,3,1,2,1, , , , , , ,1
42576,4,2,40,2,5,1,4,1,8400,13,3.25,1,2,2,100,31,1,32,6,2,1
10128,1,1,35,1,5,1,3,1,6000,10,3.33333333333333,1,2,2,40,1,1,31,4,1,1
32134,3,1,34,2,4,1,3,2,10000,10,3.33333333333333,1,2,2,30,21,2,33,6,1,1
32369,3,1,48,1,6,1,2,2,6000,7,3.5,1,1,1, , , , , , ,1
31915,3,2,28,2,3,1,5,1,12000,18,3.6,32,2,1, , , , , , ,1
21392,2,2,32,1,2,1,3,1,7200,11,3.66666666666667,1,2,2,80,21,2,5,5,1,1
10122,1,1,45,3,5,1,3,1,9000,11.9,3.96666666666667,1,2,2,60,21,1,31,4,2,1
10478,1,2,38,2,2,1,5,1,2500,20,4,1,2,1, , , , , , ,1
32413,3,2,23,1,2,1,5,1,10000,20,4,33,2, ,80,21,2,5,10,1,1
21388,2,1,32,1,2,1,3,1,12000,12,4,1,2, ,80,21,2,5,6,1,1
21391,2,1,50,1,2,1,3,1,12000,12,4,1,2,1, , , , , , ,1
21396,2,2,32,1,2,1,3,1,12000,12,4,1,2,1, , , , , , ,1
10507,1,1,25,1,3,1,3,1,4800,12,4,1,2,1, , , , , , ,1
21501,2,2,35,1,5,1,3,1,7000,12,4,1,2,1, , , , , , ,1
21434,2,2,30,1,5,1,3,1,8000,12,4,1,2,1, , , , , , ,1
21424,2,1,33,1,5,1,3,1,12000,12,4,1,2,1, , , , , , ,1
32366,3,1,23,1,3,1,2,2,5000,8,4,1,2,1, , , , , , ,1
21382,2,2,26,1,2,1,3,1,5000,13,4.33333333333333,1,2,1, , , , , , ,1
21636,2,1,47,2,2,1,3,1,10000,13,4.33333333333333,1,2,1, , , , , , ,1
21420,2,1,30,1,2,1,3,1,12000,13,4.33333333333333,1,2, ,70,21,1,34,5,2,1
31906,3,1,33,2,3,1,8,1,20000,36,4.5,1,2,1, , , , , , ,1
21682,2,2,53,2,6,1,5,1,5000,23,4.6,1,2,1, , , , , , ,1
10610,1,1,32,2,1,1,3,1,20000,14,4.66666666666667,1,1,2,80,21,1,24,3,1,1
21276,2,2,32,2,2,1,3,1,10000,14,4.66666666666667,1,2,2,70,21,3,34,10,2,1
21508,2,1,30,3,1,1,3,1,15000,15,5,1,2,2,120,31,2,4,13,2,1
10387,1,1,55,1,1,1,4,1,20000,20,5,1,2,2,60,1,2,32,8,1,1
32063,3,2,37,3,1,2,5,1,20000,25,5,1,2,1, , , , , , ,1
10551,1,1,37,1,1,1,3,1,36000,15,5,1,2,1, , , , , , ,1
21284,2,2,30,1,2,1,2,1,5000,10,5,1,2,1, , , , , , ,1
32177,3,2,36,1,2,1,3,1,5000,15,5,1,2,1, , , , , , ,1
32151,3,2,33,1,2,1,3,1,6000,15,5,2,2,2,80,31,1,33,7,1,1
21667,2,1,31,2,2,1,3,1,60000,15,5,1,2,1, , , , , , ,1
10433,1,1,33,1,3,1,4,1,4800,20,5,1,1,1, , , , , , ,1
31926,3,1,33,1,5,1,6,1,4000,30,5,36,2,1, , , , , , ,1
21569,2,2,38,1,6,1,3,1,7500,15,5,1,2,1, , , , , , ,1
10516,1,1,30,1,3,1,3,2,3000,15,5,1,1,2,30,1,1,1,5,1,1
32372,3,1,27,1,3,1,4,2,10000,20,5,1,2,2,80,31,2,31,10,1,1
21773,2,2,30,2,3,1,4,2,15000,20,5,1,2,1, , , , , , ,1
42621,4,1,30,1,3,1,4,2,18000,20,5,1,2,1, , , , , , ,1
31886,3,2,22,3,6,2,2,2,5000,10,5,1,2,1, , , , , , ,1
31962,3,2,55,1,5,1,5,1,12000,26,5.2,1,2,1, , , , , , ,1
21623,2,1,40,2,2,1,3,1,3500,16,5.33333333333333,1,2,1, , , , , , ,1
21285,2,2,38,2,2,1,3,1,10000,16,5.33333333333333,1,2, ,70,21,2,34,5,2,1
21293,2,2,41,1,2,1,3,1,10000,16,5.33333333333333,1,2, ,70,1,2,34,5,2,1
21639,2,1,39,2,2,1,3,1,10000,16,5.33333333333333,1,2,1, , , , , , ,1
21646,2,1,48,2,2,1,3,1,13000,16,5.33333333333333,1,2,1, , , , , , ,1
21282,2,1,42,2,2,1,3,1,15000,16,5.33333333333333,1,2, ,70,21,2,34,5,1,1
21286,2,2,34,1,2,1,3,1,15000,16,5.33333333333333,1,2, ,70,21,2,34,5.5,1,1
10509,1,1,46,1,3,1,3,1,5000,16,5.33333333333333,33,2,2,80,21,2,31,10,2,1
32153,3,1,30,3,3,1,3,1,8000,16,5.33333333333333,1,2,2,90,21,2,33,8,1,1
31963,3,2,50,1,5,1,6,1,12000,32,5.33333333333333,1,2,1, , , , , , ,1
21565,2,1,30,1,2,1,5,1,9800,27,5.4,1,2,1, , , , , , ,1
32417,3,1,36,1,2,1,6,1,16000,33,5.5,33,2,1, , , , , , ,1
21242,2,2,55,1,3,1,7,1,17000,39,5.57142857142857,1,2,1, , , , , , ,1
21399,2,2,53,2,2,1,5,1,8400,28,5.6,1,2,1, , , , , , ,1
21567,2,2,27,2,3,1,5,1,18000,28,5.6,1,2,1, , , , , , ,1
10648,1,1,37,1,2,1,3,1,8000,17,5.66666666666667,1,2,2,80,21,2,31,10,1,1
21384,2,2,34,2,2,1,5,1,9600,29,5.8,2,2,2,100,32,3,4,10,2,1
32075,3,2,31,1,2,1,5,1,16000,29,5.8,1,2,2,70,21,2,4,6,1,1
21792,2,2,53,1,2,1,4,1,3600,24,6,1,2,1, , , , , , ,1
21097,2,1,39,2,2,2,4,1,5000,24,6,33,2,1, , , , , , ,1
21661,2,1,38,2,2,1,3,1,6000,18,6,1,2,1, , , , , , ,1
21381,2,2,34,1,2,1,3,1,7000,18,6,1,2,1, , , , , , ,1
21288,2,2,30,1,2,1,3,1,7200,18,6,2,2,2,60,21,2,22,5,2,1
21633,2,1,35,2,2,1,3,1,8000,18,6,1,2,1, , , , , , ,1
21637,2,1,34,1,2,1,3,1,8000,18,6,1,2,1, , , , , , ,1
31973,3,1,52,1,2,1,3,1,8400,18,6,1,2,1, , , , , , ,1
31961,3,1,34,1,2,1,6,1,9600,36,6,2,2,1, , , , , , ,1
21390,2,1,55,1,2,1,3,1,10000,18,6,1,2,1, , , , , , ,1
21626,2,1,43,2,2,1,3,1,10000,18,6,1,2,1, , , , , , ,1
21678,2,2,32,1,2,1,2,1,10000,12,6,1,2,1, , , , , , ,1
42779,4,1,44,2,2,1,3,1,10000,18,6,1,2,1, , , , , , ,1
21378,2,1,31,1,2,1,5,1,12000,30,6,1,2,1, , , , , , ,1
10004,1,1,25,1,3,2,1,1,3000,6,6,1,2,2,18,1,2,4,.8,1,1
10423,1,1,26,3,5,2,1,1,10000,6,6,1,2,1, , , , , , ,1
32150,3,1,40,2,5,1,5,1,15000,30,6,2,2,1, , , , , , ,1
31972,3,2,30,2,6,1,5,1,12000,30,6,1,2,1, , , , , , ,1
10194,1,1,21,2,3,2,5,2,10000,30,6,1,2,1, , , , , , ,1
32245,3,2,50,1,6,1,2,2,4500,12,6,1,1,1, , , , , , ,1
21247,2,1,38,2,3,1,4,1,10000,25,6.25,1,2,2,80,31,2,22,10,1,1
10445,1,2,40,1,5,1,4,1,2400,25,6.25,1,2,1, , , , , , ,1
31913,3,1,36,2,2,1,5,1,7000,32,6.4,36,2,1, , , , , , ,1
21648,2,1,32,2,2,1,5,1,12000,32,6.4,1,2,1, , , , , , ,1
32033,3,1,32,2,2,1,5,1,15000,32,6.4,2,2,1, , , , , , ,1
21571,2,1,34,3,3,1,5,1,20000,32,6.4,1,2, ,80,21,2,34,7,2,1
32410,3,1,32,2,2,1,2,1,15000,13,6.5,1,2,2,80,21,2,1,10,1,1
32438,3,1,41,2,2,1,5,1,11760,33,6.6,33,2,1, , , , , , ,1
10739,1,1,40,1,2,1,5,1,20000,33,6.6,2,2,1, , , , , , ,1
42825,4,1,48,1,5,1,5,1,9000,33,6.6,2,2,1, , , , , , ,1
31924,3,1,39,1,1,1,6,1,30000,40,6.66666666666667,1,2,1, , , , , , ,1
21711,2,1,32,1,2,1,3,1,4000,20,6.66666666666667,1,2,1, , , , , , ,1
21713,2,1,32,2,2,1,3,1,4000,20,6.66666666666667,1,2,1, , , , , , ,1
21627,2,1,32,1,2,1,3,1,12000,20,6.66666666666667,1,2, ,100,31,2,33,10,1,1
10923,1,1,37,3,2,1,3,1,13000,20,6.66666666666667,1,2,2,100,21,2,31,20,2,1
10819,1,2,31,3,2,1,3,1,15000,20,6.66666666666667,1,2,2,90,32,2,21,8,1,1
32154,3,1,39,2,2,1,3,1,15000,20,6.66666666666667,1,2,1, , , , , , ,1
21784,2,1,42,2,3,1,3,1,6500,20,6.66666666666667,1,2,1, , , , , , ,1
21769,2,2,47,2,5,1,3,1,6000,20,6.66666666666667,1,2,1, , , , , , ,1
32073,3,1,41,1,6,1,3,1,3000,20,6.66666666666667,33,2,1, , , , , , ,1
31967,3,2,40,1,6,1,3,1,6000,20,6.66666666666667,32,2,1, , , , , , ,1
21727,2,1,50,2,3,1,3,2,25000,20,6.66666666666667,1,2,2,100,31,2,34,6,1,1
10316,1,1,38,1,6,1,3,2,5000,20,6.66666666666667,1,2,1, , , , , , ,1
10399,1,1,35,1,6,1,6,2,5000,40,6.66666666666667,33,1,1, , , , , , ,1
52976,5,1,41,1,6,1,3,2,9600,20,6.66666666666667,1,1,1, , , , , , ,1
32426,3,2,35,1,3,2,5,1,7000,34,6.8,1,2,1, , , , , , ,1
42728,4,1,53,1,5,1,5,1,13000,34,6.8,1,2,1, , , , , , ,1
10503,1,2,43,2,2,1,3,1,3000,21,7,1,2,1, , , , , , ,1
52987,5,1,52,1,2,1,5,1,9000,35,7,33,2,1, , , , , , ,1
32053,3,2,32,2,2,1,4,1,10000,28,7,33,2,1, , , , , , ,1
42664,4,1,28,2,2,1,5,1,10000,35,7,33,2,1, , , , , , ,1
32027,3,1,41,2,2,1,6,1,13000,42,7,2,2,1, , , , , , ,1
21123,2,2,26,3,2,1,4,1,60000,28,7,1,2,2,150,32,2,31,30,2,1
10155,1,2,40,1,3,1,3,1,6000,21,7,32,2,2,100,21,2,31,15,2,1
10336,1,1,20,2,6,2,4,1,8400,28,7,1,2,2,80,22,1,31,6,1,1
32368,3,1,20,1,3,2,1,2,5000,7,7,1,1,1, , , , , , ,1
32363,3,1,44,2,6,1,1,2,5000,7,7,1,1,1, , , , , , ,1
31965,3,1,54,1,2,1,5,1,18000,36,7.2,1,2,1, , , , , , ,1
21325,2,1,36,1,2,1,3,1,21600,22,7.33333333333333,1,2,1, , , , , , ,1
42772,4,2,52,1,2,1,4,1,15000,29.5,7.375,1,2,1, , , , , , ,1
10657,1,1,51,1,2,1,5,1,20000,37,7.4,33,2,2,120,31,2,31,10,1,1
42742,4,2,40,2,2,1,4,1,2000,30,7.5,2,2,2,120,31,2,1,4,2,1
21644,2,1,39,3,2,1,6,1,8000,45,7.5,1,2,1, , , , , , ,1
10078,1,1,40,1,2,1,4,1,10000,30,7.5,1,2,2,80,21,1,31,40,1,1
31882,3,1,30,2,2,1,2,1,10000,15,7.5,1,2,2,90,21,1,21,8,1,1
21576,2,1,27,3,2,1,4,1,15000,30,7.5,1,2, ,80,22,2,33,8,2,1
32476,3,1,27,1,2,1,2,1,18000,15,7.5,1,2,2,66,21,2,32,8,1,1
10009,1,1,51,2,3,1,4,1,6000,30,7.5,1,2, ,80,21,1,24,5,1,1
32362,3,2,24,2,3,1,2,1,10000,15,7.5,1,2, ,100,31,2,33,20,2,1
32370,3,1,24,2,3,1,2,1,10000,15,7.5,1,1,1, , , , , , ,1
10603,1,2,30,1,3,1,4,1,35000,30,7.5,2,2,2,100,32,3,31,15,2,1
42599,4,2,42,1,5,1,4,1,5000,30,7.5,1,2,2,70,31,2,32,7,2,1
10641,1,2,30,1,5,1,4,1,18000,30,7.5,1,2,1, , , , , , ,1
42628,4,1,40,1,6,1,4,1,9600,30,7.5,1,1,2,70,31,1,32,5,1,1
32384,3,2,40,2,3,1,2,2,6000,15,7.5,1,2,1, , , , , , ,1
10786,1,2,38,1,3,1,4,2,18000,30,7.5,1,1,2,95,32,2,31,13,1,1
32074,3,2,28,3,3,2,4,2,20000,30,7.5,1,2,2,100,22,2,32,20,1,1
32047,3,1,36,3,2,1,5,1,10000,38,7.6,2,2,1, , , , , , ,1
42702,4,2,55,1,5,1,5,1,8000,38,7.6,1,2,1, , , , , , ,1
21507,2,2,31,2,5,1,5,1,12000,38,7.6,33,1,2,100,31,1,1,10,2,1
42880,4,1,49,2,2,1,3,1,8000,23,7.66666666666667,33,2,1, , , , , , ,1
21634,2,2,43,2,2,1,3,1,10000,23,7.66666666666667,1,2,1, , , , , , ,1
21241,2,2,41,2,2,1,3,1,16000,23,7.66666666666667,1,2,1, , , , , , ,1
10544,1,1,48,3,2,1,4,1,15000,31,7.75,33,2,1, , , , , , ,1
31922,3,1,30,1,5,1,4,1,5000,31,7.75,33,2,1, , , , , , ,1
42874,4,2,32,2,2,1,5,1,20000,39,7.8,33,2,1, , , , , , ,1
32004,3,1,55,2,4,1,5,1,24000,39,7.8,2,2,1, , , , , , ,1
32076,3,1,28,1,1,1,3,1,6000,24,8,1,2,1, , , , , , ,1
32221,3,1,46,3,1,1,5,1,15000,40,8,33,2,2,120,31,1,33,5,1,1
21708,2,2,33,2,2,1,5,1,3600,40,8,33,2,1, , , , , , ,1
32058,3,1,46,1,2,1,3,1,4000,24,8,33,2,1, , , , , , ,1
21283,2,2,37,2,2,1,2,1,6500,16,8,1,2,1, , , , , , ,1
21688,2,1,34,2,2,1,3,1,10000,24,8,1,2,2,70,21,1,33,6,2,1
21702,2,1,30,3,2,1,5,1,10000,40,8,33,2,1, , , , , , ,1
21300,2,2,41,2,2,1,2,1,12000,16,8,1,2, ,70,21,2,34,5,2,1
21380,2,1,37,1,2,1,3,1,12000,24,8,1,1,2,42,21,1,34,2,1,1
42764,4,2,54,2,2,1,4,1,20000,32,8,1,2, ,70,22,2,32,8,1,1
32006,3,1,39,2,2,1,5,1,40000,40,8,33,2,1, , , , , , ,1
21371,2,1,46,1,3,2,3,1,8000,24,8,1,2,1, , , , , , ,1
52974,5,2,35,1,6,1,5,1,6000,40,8,2,2,1, , , , , , ,1
42873,4,2,36,1,6,1,5,1,16000,40,8,33,2,2,90,31,1,32,10,2,1
10480,1,2,55,3,6,1,3,1,20000,24,8,1,2,1, , , , , , ,1
21301,2,1,40,1,2,1,5,2,8000,40,8,1,1,2,90,21,2,4,5,1,1
10397,1,1,30,2,2,1,5,2,15000,40,8,1,2,1, , , , , , ,1
21774,2,2,35,1,3,1,4,2,15000,32,8,1,2,1, , , , , , ,1
31844,3,1,25,4,3,2,5,2,70000,40,8,1,2,2,55,21,2,33,12.5,1,1
42633,4,1,43,2,6,1,4,2,10000,32,8,32,1,1, , , , , , ,1
31874,3,2,54,1,2,1,5,1,48000,41,8.2,1,1,2,80,21,2,33,5,1,1
21339,2,2,40,1,2,1,4,1,8400,33,8.25,33,2,1, , , , , , ,1
10771,1,1,37,3,2,1,4,1,18000,33,8.25,1,2,2,100,22,1,31,16,2,1
31909,3,2,42,1,5,1,4,1,5000,33,8.25,1,1,1, , , , , , ,1
21675,2,1,30,1,2,1,3,1,7000,25,8.33333333333333,1,2,1, , , , , , ,1
21694,2,1,45,2,2,1,3,1,7000,25,8.33333333333333,1,2,1, , , , , , ,1
32035,3,2,42,2,2,1,3,1,9000,25,8.33333333333333,33,2,1, , , , , , ,1
21256,2,1,38,1,2,1,3,1,10000,25,8.33333333333333,2,2,1, , , , , , ,1
21355,2,2,30,2,2,2,6,1,20000,50,8.33333333333333,33,2,1, , , , , , ,1
10466,1,2,34,2,3,1,3,1,10000,25,8.33333333333333,36,2,2,100,22,2,21,10,2,1
10363,1,1,32,1,6,1,6,1,8000,50,8.33333333333333,33,2,1, , , , , , ,1
21577,2,1,28,2,2,1,5,1,20000,42,8.4,1,2,2,80,21,3,34,6,2,1
21632,2,2,43,1,2,2,2,1,3600,17,8.5,1,2,1, , , , , , ,1
32102,3,1,36,1,2,1,5,1,15000,43,8.6,33,2,1, , , , , , ,1
10187,1,2,30,2,5,1,5,1,9060,43,8.6,1,2,1, , , , , , ,1
21275,2,1,45,2,2,1,3,1,8000,26,8.66666666666667,2,2, ,70,21,1,34,3,2,1
32383,3,1,40,2,3,1,3,1,15000,26,8.66666666666667,1,2,1, , , , , , ,1
21770,2,1,46,1,5,1,3,1,3600,26,8.66666666666667,33,2,1, , , , , , ,1
42601,4,1,42,3,5,1,3,1,7000,26,8.66666666666667,1,2,1, , , , , , ,1
10421,1,2,31,1,3,1,3,2,2400,26,8.66666666666667,1,1,1, , , , , , ,1
31916,3,2,43,1,1,1,4,1,7000,35,8.75,32,2,1, , , , , , ,1
31923,3,1,33,2,2,1,4,1,10000,35,8.75,2,2,2,100,32,2,33,12,1,1
10737,1,2,38,2,2,1,5,1,18000,44,8.8,2,2, ,75,21,2,32,10,1,1
32309,3,1,29,3,2,1,5,1,20000,44,8.8,32,2,1, , , , , , ,1
42876,4,2,52,1,2,1,5,1,20000,44,8.8,2,2,2,80,22,1,1,10,2,1
31870,3,2,60,1,6,2,4,1,10000,49,8.85714285714286,31,2,1, , , , , , ,1
42608,4,1,29,3,1,1,3,1,20000,27,9,1,2,2,90,31,2,32,10,1,1
32421,3,2,46,3,2,1,3,1,10000,27,9,33,2,1, , , , , , ,1
52984,5,1,35,2,2,1,3,1,12000,27,9,33,2,1, , , , , , ,1
10434,1,2,55,1,2,1,5,1,18000,45,9,36,2,1, , , , , , ,1
21091,2,2,55,2,2,1,4,1,30000,36,9,33,2,1, , , , , , ,1
21658,2,1,40,3,2,1,4,1,30000,36,9,2,2, ,130,32,2,4,13,2,1
32385,3,2,40,1,3,1,3,1,6000,27,9,2,2,1, , , , , , ,1
31937,3,1,40,2,3,1,3,1,10000,27,9,1,2,1, , , , , , ,1
10633,1,1,29,2,3,1,3,1,12000,27,9,33,2,2,70,21,2,1,10,1,1
31857,3,2,31,2,3,1,5,1,24000,45,9,2,2,1, , , , , , ,1
42856,4,2,53,1,3,1,5,1,40000,45,9,1,2, ,100,32,2,1,10,1,1
32464,3,1,25,3,4,1,2,1,45000,18,9,1,2,1, , , , , , ,1
42614,4,1,55,1,5,1,4,1,10000,36,9,1,2,1, , , , , , ,1
42613,4,1,55,1,6,1,4,1,8000,36,9,1,2,1, , , , , , ,1
32180,3,2,36,1,6,1,3,1,10000,27,9,1,2,2,80,21,2,31,10,2,1
42648,4,2,50,1,6,1,4,1,14800,36,9,1,2, ,100,32,2,32,10,2,1
10581,1,2,46,2,6,1,4,1,40000,36,9,33,1,1, , , , , , ,1
31977,3,1,32,1,6,1,2,2,15000,18,9,1,2,1, , , , , , ,1
10746,1,1,30,2,2,1,5,1,23000,46,9.2,32,1,1, , , , , , ,1
10743,1,1,40,2,5,1,5,1,14000,46,9.2,2,2,1, , , , , , ,1
31966,3,1,32,1,1,1,4,1,24000,37,9.25,1,2,1, , , , , , ,1
42769,4,2,55,1,2,1,4,1,10000,37,9.25,1,2,1, , , , , , ,1
21562,2,1,27,3,3,2,4,1,30000,37,9.25,1,2,2,100,31,2,34,8,1,1
10002,1,1,38,2,5,1,4,1,3000,37,9.25,32,2,1, , , , , , ,1
10007,1,2,40,2,5,1,4,1,3000,37,9.25,32,2,2,100,33,1,31,8,1,1
21676,2,2,42,2,2,1,3,1,2000,28,9.33333333333333,1,2,1, , , , , , ,1
32398,3,2,38,2,2,1,3,1,6000,28,9.33333333333333,33,2,1, , , , , , ,1
31975,3,1,40,1,2,2,3,1,7200,28,9.33333333333333,1,2,1, , , , , , ,1
21258,2,2,36,1,2,1,3,1,9000,28,9.33333333333333,1,2,1, , , , , , ,1
21257,2,2,31,1,2,1,3,1,10000,28,9.33333333333333,1,2,1, , , , , , ,1
21369,2,2,41,1,2,1,3,1,10000,28,9.33333333333333,1,1,1, , , , , , ,1
21327,2,1,30,1,2,1,3,1,12000,28,9.33333333333333,1,2,2,80,21,1,34,5,2,1
31980,3,1,52,1,2,1,3,1,12000,28,9.33333333333333,1,2,1, , , , , , ,1
21346,2,2,40,2,5,1,3,1,6000,28,9.33333333333333,33,2,2,80,21,2,34,8,2,1
21389,2,2,32,2,5,1,3,1,6000,28,9.33333333333333,1,2,1, , , , , , ,1
32351,3,2,40,2,5,1,3,1,8000,28,9.33333333333333,1,2,2,80,31,1,33,10,2,1
21338,2,1,40,2,5,1,3,1,12000,28,9.33333333333333,33,2,1, , , , , , ,1
32112,3,2,31,2,6,1,3,1,8000,28,9.33333333333333,1,2,1, , , , , , ,1
21312,2,1,36,1,2,1,5,1,12000,47,9.4,2,2,1, , , , , , ,1
52998,5,1,50,1,2,1,5,1,12000,47,9.4,33,1,1, , , , , , ,1
32062,3,1,37,3,2,1,5,1,20000,47,9.4,33,2,1, , , , , , ,1
42850,4,2,33,2,6,1,5,1,12000,47,9.4,1,2,1, , , , , , ,1
21089,2,2,20,3,1,2,4,1,30000,38,9.5,33,2,1, , , , , , ,1
21090,2,2,32,3,1,1,4,1,50000,38,9.5,33,2,1, , , , , , ,1
32327,3,2,48,2,2,1,4,1,4800,38,9.5,2,2,1, , , , , , ,1
10580,1,2,35,2,2,1,4,1,10000,38,9.5,33,2,2,50,21,1,31,5,1,1
42553,4,1,46,2,2,1,4,1,12000,38,9.5,1,2,2,80,31,2,32,10,2,1
21377,2,1,42,2,2,1,6,1,30000,57,9.5,33,2,1, , , , , , ,1
32429,3,2,51,1,6,1,4,1,36000,38,9.5,33,2,1, , , , , , ,1
21670,2,2,31,1,2,1,5,1,4000,48,9.6,2,2,1, , , , , , ,1
32395,3,2,39,2,1,1,3,1,10000,29,9.66666666666667,33,2,2,50,21,2,32,5,1,1
21662,2,2,33,2,2,1,3,1,5000,29,9.66666666666667,1,2,2,100,31,2,34,10,2,1
32104,3,1,32,2,2,1,3,1,8000,29,9.66666666666667,2,2,1, , , , , , ,1
10574,1,1,57,3,2,1,4,1,32000,39,9.75,33,2,1, , , , , , ,1
10464,1,2,33,1,5,1,4,2,3000,39,9.75,1,2,2,70,21,1,32,5,2,1
10578,1,1,40,2,2,1,5,1,14000,49,9.8,2,2,1, , , , , , ,1
21309,2,1,38,2,2,1,5,1,24000,49,9.8,2,2,1, , , , , , ,1
10124,1,1,55,2,2,1,4,1,130000,39.2,9.8,1,2,2,100,31,2,31,14,2,1
21299,2,1,34,1,2,1,6,1,20000,59,9.83333333333333,1,2, ,60,21,2,34,6,1,1
42748,4,1,51,1,5,1,4,1,5000,39.5,9.875,32,2,1, , , , , , ,1
52997,5,1,52,1,2,1,4,1,4000,39.6,9.9,33,2,1, , , , , , ,1
42787,4,1,48,2,5,1,5,1,10000,49.5,9.9,33,2,1, , , , , , ,1
42590,4,1,58,2,2,1,5,1,12000,49.8,9.96,33,2,2,40,21,1,32,4,2,1
10781,1,1,38,1,1,1,3,1,8400,30,10,1,2,1, , , , , , ,1
21738,2,1,55,2,1,1,5,1,8400,50,10,33,2,2,100,31,3,33,10,2,1
32052,3,1,45,2,1,1,4,1,10000,40,10,33,2,1, , , , , , ,1
10474,1,2,53,2,1,1,5,1,30000,50,10,36,2,1, , , , , , ,1
21647,2,2,29,3,1,1,3,1,30000,30,10,1,2,1, , , , , , ,1
21649,2,1,36,2,2,1,3,1,4000,30,10,1,2,1, , , , , , ,1
21663,2,1,34,1,2,1,3,1,6000,30,10,1,2,1, , , , , , ,1
10473,1,1,40,1,2,1,6,1,8000,60,10,33,2,1, , , , , , ,1
21184,2,1,54,3,2,1,3,1,10000,30,10,1,2,2,80,22,1,33,5,1,1
21287,2,2,42,2,2,1,3,1,10000,30,10,1,2, ,80,21,2,34,5,1,1
21315,2,1,35,1,2,1,4,1,10000,40,10,2,2,1, , , , , , ,1
21619,2,1,46,3,2,1,5,1,10000,50,10,33,1,1, , , , , , ,1
21674,2,1,32,3,2,1,3,1,10000,30,10,1,2,2,100,31,2,33,10,2,1
32145,3,1,34,2,2,1,5,1,10000,50,10,33,1,1, , , , , , ,1
42899,4,1,44,2,2,1,5,1,10000,50,10,33,1,1, , , , , , ,1
21266,2,1,49,2,2,1,3,1,10800,30,10,2,2,1, , , , , , ,1
32066,3,1,39,1,2,1,4,1,11000,40,10,1,2,2,100,31,2,32,6,1,1
21657,2,1,31,1,2,1,5,1,11500,50,10,1,2,1, , , , , , ,1
10576,1,2,36,2,2,1,3,1,12000,30,10,2,2,2,100,22,3,31,10,1,1
21297,2,1,32,2,2,1,3,1,12000,30,10,1,2, ,70,21,2,34,5,1,1
52966,5,1,31,1,2,1,5,1,12000,50,10,33,1,1, , , , , , ,1
32078,3,1,39,2,2,1,4,1,13000,40,10,33,2,1, , , , , , ,1
10130,1,1,55,2,2,1,5,1,14000,50,10,32,2,1, , , , , , ,1
21261,2,2,50,1,2,1,4,1,14000,40,10,1,2,1, , , , , , ,1
21326,2,1,40,2,2,1,3,1,14400,30,10,1,2,1, , , , , , ,1
32101,3,1,30,2,2,1,5,1,15000,50,10,33,2,2,100,31,2,33,10,1,1
21799,2,1,40,1,2,1,3,1,16000,30,10,1,1,2,70,21,2,32,10,2,1
52999,5,1,30,2,2,1,5,1,17000,50,10,33,2, ,80,31,2,31,8,1,1
32416,3,1,38,1,2,1,5,1,17200,50,10,33,1,1, , , , , , ,1
32403,3,2,40,2,2,1,4,1,18000,40,10,33,1,1, , , , , , ,1
10377,1,1,30,2,2,1,5,1,20000,50,10,33,2,1, , , , , , ,1
21517,2,1,31,1,2,1,5,1,24000,50,10,33,2,1, , , , , , ,1
32287,3,2,26,3,2,2,4,1,36000,40,10,36,2,2,120,32,3,31,15,2,1
42606,4,1,39,3,2,1,5,1,36000,50,10,32,1,2,80,22,2,31,10,1,1
10317,1,2,29,2,2,1,3,1,60000,30,10,1,2,1, , , , , , ,1
42744,4,2,30,2,3,1,2,1,2000,20,10,1,1,1, , , , , , ,1
32048,3,2,52,1,3,1,2,1,6000,20,10,1,2,1, , , , , , ,1
42526,4,2,51,1,3,1,3,1,6000,30,10,32,2,2,80,22,2,32,8,2,1
10023,1,2,28,2,3,1,4,1,10000,40,10,31,1,1, , , , , , ,1
31983,3,2,29,1,3,2,5,1,10000,40,10,2,2,2,60,21,2,31,7,1,1
32377,3,1,44,2,3,1,3,1,10000,30,10,33,1,1, , , , , , ,1
42622,4,2,36,2,3,1,4,1,10000,40,10,1,2,1, , , , , , ,1
10422,1,2,40,1,3,1,4,1,12000,40,10,36,2,1, , , , , , ,1
10446,1,2,50,2,3,1,6,1,12000,60,10,36,1,1, , , , , , ,1
31930,3,2,26,2,3,1,3,1,12000,30,10,1,2,2,80,22,1,31,6,2,1
32411,3,1,32,2,3,1,5,1,12000,50,10,33,2,2,80,21,2,31,10,1,1
42591,4,1,55,2,3,1,5,1,20000,50,10,32,2,2,50,21,1,32,4,2,1
32224,3,1,36,2,3,1,3,1,30000,30,10,1,2,2,80,22,2,33,10,1,1
10560,1,1,48,1,3,1,3,1,36000,30,10,2,2,1, , , , , , ,1
10013,1,1,36,1,3,1,3,1,40000,30,10,1,2, ,120,32,2,31,10,2,1
