编码,所在区,性别,年龄,文化程度,从业状况,婚姻,常住人口,户口状况,家庭收入,现住面积,人均面积,房屋产权,住房满意,未来三年,计划面积,计划户型,购买类型,地理位置,购房价位,是否贷款,mj
32430,C,女,52,初中及以下,其它,已婚,3,本市户口,13000,43,14.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
42756,D,男,34,初中及以下,行政事业单位,已婚,5,本市户口,15000,72,14.4,部分产权,不满意,不买, , , , , , ,10~20平米
32141,C,男,50,高中（中专）,国营企业,已婚,5,本市户口,15000,72,14.4,多层商品房,不满意,不买, , , , , , ,10~20平米
10816,A,男,36,研究生及以上,行政事业单位,已婚,6,本市户口,30000,87,14.5,多层商品房,不满意, ,130,四室两厅单卫,多层商品房,京广铁路以东A大道以北,16,自筹,10~20平米
42556,D,女,37,初中及以下,失业,已婚,5,本市户口,6000,72.5,14.5,其它,满意,不买, , , , , , ,10~20平米
10196,A,女,54,初中及以下,失业,已婚,4,本市户口,10000,58,14.5,多层商品房,满意,不买, , , , , , ,10~20平米
42751,D,女,32,高中（中专）,国营企业,已婚,5,本市户口,10000,73,14.6,经济适用房,满意,购买,80,三室一厅,多层商品房,甲新区,6.4,自筹,10~20平米
21421,B,男,43,高中（中专）,国营企业,已婚,5,本市户口,16000,73,14.6,部分产权,不满意,不买, , , , , , ,10~20平米
32095,C,男,32,大学（专、本科）,国营企业,已婚,5,本市户口,40000,73,14.6,多层商品房,不满意,不买, , , , , , ,10~20平米
42935,D,女,34,大学（专、本科）,大专院校科研单位,已婚,5,本市户口,24000,73,14.6,多层商品房,不满意,不买, , , , , , ,10~20平米
10147,A,男,38,大学（专、本科）,行政事业单位,已婚,3,本市户口,12000,44,14.6666666666667,经济适用房,不满意,购买,110,三室两厅,多层商品房,乙新区,15,申请贷款,10~20平米
10346,A,男,34,大学（专、本科）,行政事业单位,已婚,3,本市户口,24000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
32157,C,女,50,初中及以下,国营企业,已婚,3,本市户口,7000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
42567,D,男,35,高中（中专）,国营企业,已婚,3,本市户口,8000,44,14.6666666666667,经济适用房,不满意,不买, , , , , , ,10~20平米
32171,C,男,44,高中（中专）,国营企业,已婚,3,本市户口,9000,44,14.6666666666667,部分产权,不满意,购买,100,三室一厅,高层商品房,京广铁路以东A大道以南,10,申请贷款,10~20平米
21270,B,女,46,高中（中专）,国营企业,已婚,3,本市户口,12000,44,14.6666666666667,无产权,不满意,不买, , , , , , ,10~20平米
32329,C,男,32,高中（中专）,国营企业,已婚,3,本市户口,12000,44,14.6666666666667,部分产权,不满意,不买, , , , , , ,10~20平米
10731,A,男,33,高中（中专）,国营企业,已婚,3,本市户口,18000,44,14.6666666666667,部分产权,不满意,不买, , , , , , ,10~20平米
32107,C,女,47,高中（中专）,国营企业,已婚,3,本市户口,30000,44,14.6666666666667,部分产权,满意,不买, , , , , , ,10~20平米
21403,B,女,52,初中及以下,私营企业,已婚,3,本市户口,10000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
32128,C,男,37,大学（专、本科）,大专院校科研单位,已婚,3,本市户口,20000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
42888,D,女,30,高中（中专）,其它,已婚,3,本市户口,6000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
42892,D,女,48,高中（中专）,其它,已婚,3,本市户口,9000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
42900,D,女,20,高中（中专）,其它,否,3,本市户口,9000,44,14.6666666666667,无产权,不满意,不买, , , , , , ,10~20平米
42886,D,女,54,初中及以下,其它,已婚,3,本市户口,12000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
42891,D,女,55,初中及以下,其它,已婚,3,本市户口,12000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
42887,D,女,48,高中（中专）,其它,已婚,3,本市户口,15000,44,14.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
21615,B,男,55,初中及以下,国营企业,已婚,4,本市户口,12000,59,14.75,多层商品房,不满意,购买,50,一室一厅,二手房,乙新区,3,申请贷款,10~20平米
21307,B,男,42,初中及以下,失业,已婚,4,本市户口,8000,59,14.75,部分产权,不满意,不买, , , , , , ,10~20平米
10519,A,男,45,高中（中专）,国营企业,已婚,6,本市户口,15000,89,14.8333333333333,部分产权,满意,不买, , , , , , ,10~20平米
32467,C,男,31,初中及以下,行政事业单位,已婚,3,本市户口,9000,45,15,部分产权,不满意,不买, , , , , , ,10~20平米
10267,A,男,24,大学（专、本科）,行政事业单位,否,1,本市户口,10000,15,15,无产权,不满意,不买, , , , , , ,10~20平米
32296,C,男,35,高中（中专）,行政事业单位,已婚,3,本市户口,10000,45,15,部分产权,不满意,购买,100,三室两厅,多层商品房,京广铁路以西B路以南,10,申请贷款,10~20平米
31957,C,女,41,高中（中专）,行政事业单位,已婚,3,本市户口,13000,45,15,经济适用房,不满意,购买,60,两室一厅,多层商品房,甲新区,7,自筹,10~20平米
10195,A,男,42,高中（中专）,行政事业单位,已婚,4,本市户口,20000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
21086,B,男,42,高中（中专）,行政事业单位,已婚,3,本市户口,20000,45,15,多层商品房,满意,不买, , , , , , ,10~20平米
21096,B,男,27,高中（中专）,行政事业单位,已婚,2,本市户口,20000,30,15,部分产权,不满意,购买,100,三室一厅,多层商品房,京广铁路以西B路以南,10,申请贷款,10~20平米
21252,B,男,31,高中（中专）,行政事业单位,否,4,本市户口,24000,60,15,部分产权,满意,不买, , , , , , ,10~20平米
10420,A,男,40,高中（中专）,行政事业单位,已婚,4,本市户口,25000,60,15,多层商品房,不满意,购买,100,三室一厅,多层商品房,京广铁路以东A大道以北,10,申请贷款,10~20平米
10415,A,男,52,大学（专、本科）,行政事业单位,已婚,4,本市户口,37000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
42959,D,男,34,大学（专、本科）,行政事业单位,已婚,3,本市户口,50000,45,15,部分产权,不满意, ,110,三室两厅,多层商品房,甲新区,15,申请贷款,10~20平米
21451,B,男,50,初中及以下,国营企业,已婚,2,本市户口,5000,30,15,部分产权,不满意,不买, , , , , , ,10~20平米
21771,B,女,44,高中（中专）,国营企业,已婚,2,本市户口,6000,30,15,无产权,不满意,不买, , , , , , ,10~20平米
31881,C,男,41,高中（中专）,国营企业,已婚,3,本市户口,7000,45,15,部分产权,不满意,不买, , , , , , ,10~20平米
10017,A,男,42,高中（中专）,国营企业,已婚,4,本市户口,8000,60,15,经济适用房,满意,不买, , , , , , ,10~20平米
21376,B,女,54,高中（中专）,国营企业,已婚,2,本市户口,8000,30,15,无产权,不满意,不买, , , , , , ,10~20平米
32044,C,男,30,高中（中专）,国营企业,已婚,2,本市户口,9000,30,15,多层商品房,不满意,购买,80,三室两厅,多层商品房,其它,10,申请贷款,10~20平米
10238,A,男,34,高中（中专）,国营企业,已婚,4,本市户口,10000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
10701,A,女,44,高中（中专）,国营企业,已婚,3,本市户口,10000,45,15,无产权,不满意,不买, , , , , , ,10~20平米
21477,B,男,33,初中及以下,国营企业,已婚,3,本市户口,10000,45,15,无产权,不满意,不买, , , , , , ,10~20平米
42634,D,女,55,初中及以下,国营企业,已婚,4,本市户口,10000,60,15,经济适用房,不满意,不买, , , , , , ,10~20平米
10829,A,男,38,大学（专、本科）,国营企业,已婚,4,本市户口,11000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
10918,A,女,38,初中及以下,国营企业,已婚,4,本市户口,13000,60,15,多层商品房,满意,不买, , , , , , ,10~20平米
31841,C,男,47,高中（中专）,国营企业,已婚,3,本市户口,13000,45,15,多层商品房,不满意,购买,80,三室一厅,多层商品房,京广铁路以西B路以南,13,自筹,10~20平米
32252,C,男,48,高中（中专）,国营企业,已婚,2,本市户口,13000,30,15,无产权,不满意,购买,50,两室一厅,多层商品房,京广铁路以西B路以南,5,自筹,10~20平米
31855,C,男,28,高中（中专）,国营企业,否,3,本市户口,14000,45,15,部分产权,不满意,不买, , , , , , ,10~20平米
10531,A,男,44,高中（中专）,国营企业,已婚,4,本市户口,15000,60,15,多层商品房,满意,不买, , , , , , ,10~20平米
10777,A,女,46,高中（中专）,国营企业,已婚,3,本市户口,15000,45,15,无产权,满意,不买, , , , , , ,10~20平米
21253,B,男,53,大学（专、本科）,国营企业,已婚,4,本市户口,15000,60,15,无产权,不满意,购买,70,两室一厅,多层商品房,环城快速路北侧,8,申请贷款,10~20平米
21461,B,女,33,大学（专、本科）,国营企业,已婚,3,本市户口,15000,45,15,多层商品房,不满意,不买, , , , , , ,10~20平米
21723,B,女,29,高中（中专）,国营企业,已婚,4,本市户口,15000,60,15,多层商品房,满意,不买, , , , , , ,10~20平米
32277,C,男,28,大学（专、本科）,国营企业,已婚,4,本市户口,15000,60,15,多层商品房,满意,购买,80,两室两厅,多层商品房,京广铁路以东A大道以南,10,自筹,10~20平米
32292,C,女,35,高中（中专）,国营企业,已婚,3,本市户口,18000,45,15,多层商品房,满意,不买, , , , , , ,10~20平米
32463,C,男,30,高中（中专）,国营企业,已婚,3,本市户口,18000,45,15,部分产权,满意,不买, , , , , , ,10~20平米
42668,D,男,37,初中及以下,国营企业,已婚,4,本市户口,18000,60,15,部分产权,不满意,不买, , , , , , ,10~20平米
10161,A,男,46,大学（专、本科）,国营企业,已婚,4,本市户口,19000,60,15,无产权,不满意,不买, , , , , , ,10~20平米
10265,A,男,33,高中（中专）,国营企业,已婚,4,本市户口,20000,60,15,多层商品房,满意,不买, , , , , , ,10~20平米
10315,A,男,38,大学（专、本科）,国营企业,已婚,4,本市户口,20000,60,15,多层商品房,不满意,购买,100,两室两厅,多层商品房,甲新区,10,申请贷款,10~20平米
10345,A,女,50,初中及以下,国营企业,已婚,4,本市户口,20000,60,15,多层商品房,满意,不买, , , , , , ,10~20平米
32110,C,男,33,高中（中专）,国营企业,已婚,5,本市户口,20000,75,15,部分产权,不满意,不买, , , , , , ,10~20平米
10599,A,男,31,高中（中专）,国营企业,已婚,4,本市户口,20400,60,15,多层商品房,不满意,购买,100,三室两厅,高层商品房,环城快速路东侧,18,自筹,10~20平米
10734,A,女,58,高中（中专）,国营企业,已婚,4,本市户口,24000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
21375,B,男,38,大学（专、本科）,国营企业,已婚,5,本市户口,24000,75,15,多层商品房,满意,不买, , , , , , ,10~20平米
42803,D,男,28,大学（专、本科）,国营企业,已婚,4,本市户口,30000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
10571,A,男,53,高中（中专）,国营企业,已婚,4,本市户口,36000,60,15,多层商品房,满意,购买,80,两室两厅,多层商品房,甲新区,10,申请贷款,10~20平米
32481,C,男,27,初中及以下,国营企业,已婚,4,本市户口,48000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
42651,D,女,24,大学（专、本科）,国营企业,否,5,本市户口,50000,75,15,经济适用房,满意,不买, , , , , , ,10~20平米
10428,A,男,30,大学（专、本科）,私营企业,已婚,2,本市户口,4800,30,15,其它,不满意,不买, , , , , , ,10~20平米
31936,C,男,35,初中及以下,私营企业,已婚,2,本市户口,5000,30,15,部分产权,不满意,购买,100,三室一厅,多层商品房,京广铁路以东A大道以北,12,申请贷款,10~20平米
10157,A,女,34,高中（中专）,私营企业,已婚,4,本市户口,10000,60,15,其它,不满意,购买,100,三室两厅,多层商品房,京广铁路以东A大道以北,15,申请贷款,10~20平米
10628,A,女,30,高中（中专）,私营企业,否,1,本市户口,10000,15,15,无产权,不满意,购买,100,两室一厅,多层商品房,环城快速路北侧,15,自筹,10~20平米
10878,A,男,37,初中及以下,私营企业,已婚,3,本市户口,10000,45,15,部分产权,不满意,购买,85,两室一厅,多层商品房,甲新区,15,申请贷款,10~20平米
32290,C,女,40,高中（中专）,私营企业,已婚,4,本市户口,10000,60,15,多层商品房,不满意,购买,80,两室一厅,多层商品房,京广铁路以西B路以南,6,自筹,10~20平米
10170,A,女,23,高中（中专）,私营企业,已婚,4,本市户口,12000,60,15,部分产权,不满意,购买,120,三室一厅,二手房,京广铁路以东A大道以北,10,自筹,10~20平米
10439,A,男,48,初中及以下,私营企业,已婚,4,本市户口,15000,60,15,其它,满意,不买, , , , , , ,10~20平米
32400,C,男,35,初中及以下,私营企业,已婚,4,本市户口,15000,60,15,多层商品房,不满意, ,130,三室两厅,多层商品房,京广铁路以东A大道以南,20,自筹,10~20平米
10284,A,男,40,高中（中专）,私营企业,已婚,3,本市户口,20000,45,15,二手房,不满意,不买, , , , , , ,10~20平米
32042,C,男,27,大学（专、本科）,私营企业,已婚,4,本市户口,20000,60,15,多层商品房,不满意,购买,100,三室一厅,多层商品房,甲新区,20,申请贷款,10~20平米
32176,C,男,22,高中（中专）,私营企业,否,2,本市户口,20000,30,15,部分产权,满意,购买,100,三室一厅,二手房,京广铁路以西B路以南,10,自筹,10~20平米
42582,D,男,52,高中（中专）,私营企业,已婚,4,本市户口,30000,60,15,多层商品房,不满意,购买,130,三室一厅,多层商品房,甲新区,24,自筹,10~20平米
42795,D,男,24,大学（专、本科）,私营企业,否,5,本市户口,30000,75,15,经济适用房,不满意,购买,100,三室两厅,二手房,京广铁路以东A大道以北,10,申请贷款,10~20平米
32457,C,女,47,高中（中专）,大专院校科研单位,已婚,4,本市户口,10000,60,15,部分产权,满意,不买, , , , , , ,10~20平米
32475,C,男,34,高中（中专）,大专院校科研单位,已婚,3,本市户口,10000,45,15,部分产权,不满意,不买, , , , , , ,10~20平米
32124,C,男,36,初中及以下,大专院校科研单位,已婚,3,本市户口,12000,45,15,无产权,不满意,不买, , , , , , ,10~20平米
32473,C,男,32,大学（专、本科）,大专院校科研单位,已婚,3,本市户口,13000,45,15,多层商品房,不满意,购买,66,两室一厅,多层商品房,京广铁路以西B路以北,12,自筹,10~20平米
32470,C,男,39,初中及以下,大专院校科研单位,已婚,3,本市户口,16000,45,15,部分产权,不满意,不买, , , , , , ,10~20平米
31838,C,男,55,大学（专、本科）,大专院校科研单位,已婚,4,本市户口,18000,60,15,经济适用房,满意,不买, , , , , , ,10~20平米
10160,A,女,35,大学（专、本科）,大专院校科研单位,已婚,4,本市户口,20000,60,15,经济适用房,不满意,购买,100,两室两厅,多层商品房,京广铁路以东A大道以北,10,申请贷款,10~20平米
32465,C,男,39,大学（专、本科）,大专院校科研单位,已婚,3,本市户口,25000,45,15,部分产权,不满意,不买, , , , , , ,10~20平米
42922,D,女,44,大学（专、本科）,大专院校科研单位,已婚,5,本市户口,25000,75,15,无产权,不满意,购买,100,三室两厅,多层商品房,京广铁路以西B路以南,6,自筹,10~20平米
21133,B,男,39,研究生及以上,大专院校科研单位,已婚,3,本市户口,30000,45,15,多层商品房,不满意,不买, , , , , , ,10~20平米
10458,A,女,36,初中及以下,失业,已婚,3,本市户口,1800,45,15,无产权,不满意,不买, , , , , , ,10~20平米
10459,A,女,46,初中及以下,失业,已婚,3,本市户口,2400,45,15,无产权,不满意,不买, , , , , , ,10~20平米
10472,A,男,47,初中及以下,失业,已婚,2,本市户口,3000,30,15,无产权,满意,不买, , , , , , ,10~20平米
31904,C,男,38,高中（中专）,失业,已婚,6,本市户口,4000,90,15,其它,满意,不买, , , , , , ,10~20平米
10240,A,男,50,高中（中专）,失业,已婚,3,本市户口,4800,45,15,多层商品房,满意,不买, , , , , , ,10~20平米
42661,D,女,50,初中及以下,失业,已婚,4,本市户口,6000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
42746,D,女,30,初中及以下,失业,已婚,6,本市户口,6000,90,15,经济适用房,满意,不买, , , , , , ,10~20平米
10666,A,女,38,初中及以下,失业,已婚,2,本市户口,8000,30,15,多层商品房,不满意,不买, , , , , , ,10~20平米
42671,D,女,55,初中及以下,失业,已婚,4,本市户口,9600,60,15,无产权,满意,购买,80,三室一厅,二手房,京广铁路以东A大道以南,8,申请贷款,10~20平米
42615,D,女,46,初中及以下,失业,已婚,3,本市户口,10000,45,15,无产权,不满意,购买,80,两室一厅,二手房,乙新区,10,自筹,10~20平米
42736,D,男,40,高中（中专）,失业,已婚,4,本市户口,10000,60,15,无产权,不满意,不买, , , , , , ,10~20平米
42672,D,男,29,初中及以下,失业,已婚,4,本市户口,12000,60,15,多层商品房,满意,不买, , , , , , ,10~20平米
10293,A,男,36,高中（中专）,其它,已婚,3,本市户口,8000,45,15,部分产权,满意,购买,100,三室一厅,高层商品房,京广铁路以东A大道以南,9,申请贷款,10~20平米
42704,D,女,38,高中（中专）,其它,已婚,3,本市户口,8000,45,15,经济适用房,不满意,购买,100,三室一厅,多层商品房,甲新区,20,申请贷款,10~20平米
42678,D,女,53,初中及以下,其它,已婚,2,本市户口,9000,30,15,多层商品房,不满意,不买, , , , , , ,10~20平米
10137,A,女,30,高中（中专）,其它,已婚,4,本市户口,10000,60,15,二手房,满意, ,80,三室一厅,高层商品房,京广铁路以东A大道以北,20,自筹,10~20平米
10436,A,男,50,初中及以下,其它,已婚,4,本市户口,10000,60,15,其它,不满意,购买,100,三室一厅,多层商品房,京广铁路以东A大道以北,13,申请贷款,10~20平米
21578,B,女,34,大学（专、本科）,其它,已婚,2,本市户口,10000,30,15,部分产权,不满意,不买, , , , , , ,10~20平米
10035,A,女,55,初中及以下,其它,已婚,4,本市户口,12000,60,15,无产权,不满意,不买, , , , , , ,10~20平米
42589,D,女,36,初中及以下,其它,已婚,4,本市户口,12000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
42663,D,女,50,初中及以下,其它,已婚,4,本市户口,12000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
42908,D,男,28,大学（专、本科）,其它,已婚,4,本市户口,15000,60,15,多层商品房,不满意,购买,130,三室两厅,多层商品房,环城快速路北侧,15,申请贷款,10~20平米
42860,D,女,36,初中及以下,其它,已婚,4,本市户口,20000,60,15,无产权,不满意,购买,90,两室一厅,多层商品房,京广铁路以东A大道以南,15,自筹,10~20平米
42588,D,男,29,高中（中专）,其它,已婚,4,本市户口,30000,60,15,多层商品房,不满意,购买,120,三室两厅,高层商品房,甲新区,20,自筹,10~20平米
10448,A,男,45,高中（中专）,其它,已婚,4,本市户口,32000,60,15,其它,满意,不买, , , , , , ,10~20平米
42729,D,男,54,初中及以下,其它,已婚,4,本市户口,35000,60,15,多层商品房,不满意,不买, , , , , , ,10~20平米
32132,C,女,30,高中（中专）,国营企业,否,3,外地户口,20000,45,15,无产权,不满意,购买,80,两室一厅,二手房,甲新区,10,申请贷款,10~20平米
10182,A,男,45,初中及以下,私营企业,已婚,2,外地户口,5000,30,15,无产权,满意,不买, , , , , , ,10~20平米
10901,A,男,27,高中（中专）,私营企业,否,1,外地户口,5000,15,15,无产权,不满意,不买, , , , , , ,10~20平米
42783,D,男,32,初中及以下,私营企业,已婚,4,外地户口,10000,60,15,无产权,不满意,购买,100,三室两厅,多层商品房,京广铁路以东A大道以南,20,自筹,10~20平米
10856,A,男,25,高中（中专）,私营企业,否,2,外地户口,20000,30,15,无产权,不满意,购买,140,两室两厅,多层商品房,甲新区,15,自筹,10~20平米
32122,C,女,31,高中（中专）,私营企业,否,3,外地户口,22000,45,15,无产权,不满意,购买,80,两室两厅,二手房,甲新区,10,申请贷款,10~20平米
10457,A,男,38,初中及以下,其它,已婚,4,外地户口,7000,60,15,无产权,满意,不买, , , , , , ,10~20平米
42770,D,男,55,高中（中专）,国营企业,已婚,2,本市户口,15000,30.05,15.025,部分产权,不满意,购买,90,三室两厅,多层商品房,甲新区,10,申请贷款,10~20平米
42831,D,男,36,大学（专、本科）,国营企业,已婚,3,本市户口,20000,45.5,15.1666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
42649,D,男,28,高中（中专）,行政事业单位,已婚,5,本市户口,40000,76,15.2,经济适用房,不满意,购买,100,三室两厅,多层商品房,京广铁路以东A大道以南,15,申请贷款,10~20平米
32100,C,女,54,初中及以下,国营企业,已婚,5,本市户口,15000,76,15.2,多层商品房,不满意,不买, , , , , , ,10~20平米
21114,B,男,36,初中及以下,国营企业,已婚,4,本市户口,9000,61,15.25,其它,不满意,购买,100,四室二厅双卫,多层商品房,京广铁路以西B路以南,10,自筹,10~20平米
21102,B,女,50,初中及以下,国营企业,已婚,4,本市户口,20000,61,15.25,部分产权,不满意,不买, , , , , , ,10~20平米
21474,B,女,36,大学（专、本科）,私营企业,已婚,4,本市户口,17000,61,15.25,多层商品房,不满意,购买,100,三室一厅,多层商品房,甲新区,15,申请贷款,10~20平米
42581,D,女,55,大学（专、本科）,其它,已婚,4,本市户口,12000,61,15.25,多层商品房,满意,不买, , , , , , ,10~20平米
10757,A,男,44,高中（中专）,行政事业单位,已婚,3,本市户口,8500,46,15.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
10741,A,男,30,初中及以下,国营企业,否,3,本市户口,10000,46,15.3333333333333,部分产权,不满意,不买, , , , , , ,10~20平米
10744,A,男,48,高中（中专）,国营企业,已婚,3,本市户口,10000,46,15.3333333333333,多层商品房,满意,不买, , , , , , ,10~20平米
32397,C,男,34,大学（专、本科）,国营企业,已婚,3,本市户口,10000,46,15.3333333333333,无产权,不满意,不买, , , , , , ,10~20平米
10749,A,男,43,高中（中专）,国营企业,已婚,3,本市户口,12000,46,15.3333333333333,多层商品房,满意,不买, , , , , , ,10~20平米
21148,B,男,42,高中（中专）,国营企业,已婚,3,本市户口,12000,46,15.3333333333333,部分产权,不满意,不买, , , , , , ,10~20平米
52988,E,女,50,初中及以下,国营企业,已婚,3,本市户口,14000,46,15.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
10728,A,男,52,高中（中专）,国营企业,已婚,3,本市户口,14400,46,15.3333333333333,部分产权,不满意,不买, , , , , , ,10~20平米
10736,A,男,35,高中（中专）,国营企业,已婚,3,本市户口,14400,46,15.3333333333333,部分产权,不满意,不买, , , , , , ,10~20平米
52961,E,男,49,高中（中专）,国营企业,已婚,3,本市户口,18000,46,15.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
32013,C,男,44,高中（中专）,国营企业,已婚,3,本市户口,18200,46,15.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
21151,B,男,46,高中（中专）,国营企业,已婚,3,本市户口,20000,46,15.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
32391,C,男,48,大学（专、本科）,国营企业,已婚,3,本市户口,20000,46,15.3333333333333,部分产权,不满意,购买,160,四室二厅双卫,高层商品房,京广铁路以东A大道以南,10,申请贷款,10~20平米
10723,A,男,33,高中（中专）,国营企业,已婚,3,本市户口,36000,46,15.3333333333333,多层商品房,满意,不买, , , , , , ,10~20平米
42788,D,男,30,高中（中专）,私营企业,已婚,3,本市户口,12000,46,15.3333333333333,部分产权,不满意,购买,100,两室两厅,多层商品房,京广铁路以东A大道以北,15,申请贷款,10~20平米
10754,A,女,30,初中及以下,失业,已婚,3,本市户口,8000,46,15.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
10792,A,男,32,高中（中专）,失业,否,3,本市户口,14400,46,15.3333333333333,多层商品房,不满意,不买, , , , , , ,10~20平米
21747,B,女,53,初中及以下,其它,已婚,3,本市户口,16000,46,15.3333333333333,多层商品房,满意,不买, , , , , , ,10~20平米
21107,B,男,30,高中（中专）,私营企业,已婚,3,外地户口,15000,46,15.3333333333333,二手房,不满意,不买, , , , , , ,10~20平米
32446,C,男,26,高中（中专）,国营企业,已婚,4,本市户口,9600,62,15.5,多层商品房,不满意,不买, , , , , , ,10~20平米
10706,A,女,44,高中（中专）,国营企业,已婚,4,本市户口,10000,62,15.5,多层商品房,不满意,购买,100,三室两厅,多层商品房,其它,12,申请贷款,10~20平米
10983,A,男,46,高中（中专）,国营企业,已婚,4,本市户口,13000,62,15.5,部分产权,不满意,不买, , , , , , ,10~20平米
32152,C,男,36,大学（专、本科）,国营企业,已婚,4,本市户口,18000,62,15.5,多层商品房,满意,不买, , , , , , ,10~20平米
21298,B,女,51,初中及以下,国营企业,已婚,4,本市户口,20000,62,15.5,无产权,不满意, ,60,两室一厅,多层商品房,京广铁路以西B路以北,20,申请贷款,10~20平米
10572,A,男,55,初中及以下,国营企业,已婚,5,本市户口,40000,77.5,15.5,多层商品房,不满意,购买,70,两室一厅,二手房,京广铁路以东A大道以北,5,自筹,10~20平米
21722,B,男,37,高中（中专）,其它,已婚,4,本市户口,18000,62,15.5,多层商品房,满意,不买, , , , , , ,10~20平米
21635,B,女,27,大学（专、本科）,其它,已婚,2,外地户口,24000,31,15.5,无产权,不满意,购买,90,三室两厅,多层商品房,京广铁路以西B路以南,10,申请贷款,10~20平米
21273,B,女,55,初中及以下,国营企业,已婚,5,本市户口,10000,78,15.6,部分产权,不满意,不买, , , , , , ,10~20平米
21099,B,男,33,初中及以下,国营企业,已婚,5,本市户口,15000,78,15.6,多层商品房,满意,不买, , , , , , ,10~20平米
42689,D,女,34,高中（中专）,国营企业,已婚,5,本市户口,30000,78,15.6,多层商品房,不满意,购买,140,三室两厅,多层商品房,京广铁路以东A大道以南,28,自筹,10~20平米
32342,C,女,40,大学（专、本科）,行政事业单位,已婚,3,本市户口,10000,47,15.6666666666667,无产权,不满意,不买, , , , , , ,10~20平米
32359,C,男,53,高中（中专）,行政事业单位,已婚,3,本市户口,12000,47,15.6666666666667,无产权,不满意,不买, , , , , , ,10~20平米
42835,D,女,40,高中（中专）,行政事业单位,已婚,3,本市户口,12000,47,15.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
21594,B,男,40,初中及以下,国营企业,已婚,3,本市户口,2100,47,15.6666666666667,多层商品房,满意,不买, , , , , , ,10~20平米
10540,A,男,44,高中（中专）,国营企业,已婚,3,本市户口,3000,47,15.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
32396,C,女,38,初中及以下,国营企业,已婚,3,本市户口,8500,47,15.6666666666667,多层商品房,满意,不买, , , , , , ,10~20平米
10946,A,男,55,高中（中专）,国营企业,已婚,3,本市户口,12000,47,15.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
21188,B,女,45,高中（中专）,国营企业,已婚,3,本市户口,12000,47,15.6666666666667,多层商品房,不满意,购买,100,三室两厅,多层商品房,京广铁路以西B路以北,8,申请贷款,10~20平米
21511,B,男,40,高中（中专）,国营企业,已婚,3,本市户口,15000,47,15.6666666666667,二手房,满意,不买, , , , , , ,10~20平米
32325,C,女,33,大学（专、本科）,国营企业,已婚,3,本市户口,15000,47,15.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
32030,C,女,44,大学（专、本科）,国营企业,已婚,3,本市户口,22000,47,15.6666666666667,部分产权,不满意,购买,100,三室两厅,高层商品房,京广铁路以西B路以北,15,申请贷款,10~20平米
31861,C,男,32,高中（中专）,私营企业,已婚,3,本市户口,10000,47,15.6666666666667,多层商品房,不满意,购买,100,三室一厅,多层商品房,乙新区,15.5,申请贷款,10~20平米
10180,A,男,34,高中（中专）,私营企业,已婚,6,本市户口,32000,94,15.6666666666667,经济适用房,满意,不买, , , , , , ,10~20平米
32456,C,女,49,高中（中专）,大专院校科研单位,已婚,3,本市户口,10000,47,15.6666666666667,部分产权,满意,不买, , , , , , ,10~20平米
32079,C,女,38,初中及以下,失业,已婚,3,本市户口,12000,47,15.6666666666667,多层商品房,满意,不买, , , , , , ,10~20平米
32352,C,男,47,高中（中专）,失业,已婚,3,本市户口,13000,47,15.6666666666667,无产权,不满意,不买, , , , , , ,10~20平米
21582,B,女,32,高中（中专）,其它,已婚,3,本市户口,5500,47,15.6666666666667,多层商品房,不满意,不买, , , , , , ,10~20平米
